vrot	vout	theta_lower	theta_upper	std	skw
0	5	0.0	0.47588224966	7.59605148398	0.300241321048
0	25	0.0	0.47588224966	6.23780424776	1.12014141985
0	50	0.0	0.47588224966	5.20587713893	0.575963166547
0	100	0.0	0.47588224966	6.23587957952	-0.585931035943
0	200	0.0	0.47588224966	9.82029491677	-0.99864157574
0	5	0.47588224966	0.679673818908	7.54819874303	0.301744916993
0	25	0.47588224966	0.679673818908	6.14096384941	1.14635072488
0	50	0.47588224966	0.679673818908	5.17095277595	0.594213845673
0	100	0.47588224966	0.679673818908	6.21400113555	-0.638660923951
0	200	0.47588224966	0.679673818908	9.99941746644	-0.963530354689
0	5	0.679673818908	0.841068670568	7.58566421953	0.297301805707
0	25	0.679673818908	0.841068670568	6.15132634641	1.16867262749
0	50	0.679673818908	0.841068670568	5.19549903379	0.585292516711
0	100	0.679673818908	0.841068670568	6.32619333282	-0.697135031805
0	200	0.679673818908	0.841068670568	9.78669914215	-0.931638493244
0	5	0.841068670568	0.981765356579	7.59847108014	0.283131441966
0	25	0.841068670568	0.981765356579	6.14717793824	1.16396038455
0	50	0.841068670568	0.981765356579	5.1975848628	0.571185070697
0	100	0.841068670568	0.981765356579	6.18825895054	-0.710240022603
0	200	0.841068670568	0.981765356579	9.79001890078	-0.958420553495
0	5	0.981765356579	1.11024233511	7.59702163059	0.265111454016
0	25	0.981765356579	1.11024233511	6.23902294394	1.15854628225
0	50	0.981765356579	1.11024233511	5.14177242182	0.566581559921
0	100	0.981765356579	1.11024233511	6.30590412823	-0.716391808202
0	200	0.981765356579	1.11024233511	9.88454640223	-1.01698970954
0	5	1.11024233511	1.23095941734	7.54468863002	0.322577493506
0	25	1.11024233511	1.23095941734	6.25032838992	1.14576253462
0	50	1.11024233511	1.23095941734	5.18167892286	0.567381741957
0	100	1.11024233511	1.23095941734	6.21714925413	-0.726135136138
0	200	1.11024233511	1.23095941734	9.89954686934	-0.972095773339
0	5	1.23095941734	1.34670323449	7.59678369105	0.2995001197
0	25	1.23095941734	1.34670323449	6.28436375985	1.13282946316
0	50	1.23095941734	1.34670323449	5.1608647897	0.551095850009
0	100	1.23095941734	1.34670323449	6.30670293256	-0.715364239249
0	200	1.23095941734	1.34670323449	9.83770860514	-0.958570487598
0	5	1.34670323449	1.45945531245	7.54084225297	0.30616077009
0	25	1.34670323449	1.45945531245	6.2007318615	1.17964458347
0	50	1.34670323449	1.45945531245	5.13447779583	0.605732555425
0	100	1.34670323449	1.45945531245	6.38126169964	-0.713171986737
0	200	1.34670323449	1.45945531245	9.78224764893	-0.999931792352
0	5	1.45945531245	1.57079632679	7.56754476575	0.284680526382
0	25	1.45945531245	1.57079632679	6.27115033724	1.12877466109
0	50	1.45945531245	1.57079632679	5.21043307654	0.539683632949
0	100	1.45945531245	1.57079632679	6.26489304883	-0.729921374822
0	200	1.45945531245	1.57079632679	9.8832565933	-0.98160484017
