vrot	vout	theta_lower	theta_upper	std	skw	amplitude_neg	center_neg	sigma_neg	gamma_neg	amplitude_pos	center_pos	sigma_pos	gamma_pos	amplitude_neg_std	center_neg_std	sigma_neg_std	gamma_neg_std	amplitude_pos_std	center_pos_std	sigma_pos_std	gamma_pos_std
0	5	0.0	0.47588224966	15.652615675	0.305536398022	8993.71466255	-20.5833759171	9.21709788984	1.1704706725	4006.38374186	10.6382152517	6.86030685649	1.53084246422	4.57486791207	4.43788454797	1.34556077291	1.3741234666	3.93078521805	3.41979829465	0.932366186558	1.17623425025
0	25	0.0	0.47588224966	11.7925193519	1.39748306308	9012.55155746	-12.9938646584	9.08946187352	-1.93866333229	3995.1332562	-6.39042770735	38.491726474	1.06611201938	4.44394835867	2.37357916641	1.19170667424	0.879005148788	2.21617912634	3.94995203483	6.93158909377	0.692999430326
0	50	0.0	0.47588224966	8.6352275395	0.858334316931	9004.12600936	-22.9079117544	5.85668135393	0.124834624632	4000.00970218	-18.4576218257	36.7685630854	-2.37668887895	3.69148396496	2.79461761706	1.30649728842	0.857218289701	4.00647033969	4.98101518139	8.06705188795	0.753149989797
0	100	0.0	0.47588224966	9.57492211117	-0.626760755893	8987.44619029	-20.6178232038	12.3433157318	-2.42298812294	4003.49326523	-13.9096941358	41.2446692171	-7.74185818968	5.32129486305	2.84957938572	1.49377142535	1.02174942988	3.08432393698	5.54908240414	7.26322476068	2.64465987871
0	200	0.0	0.47588224966	13.808776484	-0.790498873488	8994.90548874	-23.7481789082	18.0632866372	-3.09001466375	3984.89567423	-5.89090172101	-1.79444609531	-5.46582964099	3.84382873714	13.982258024	7.30483724955	0.978519740566	5.62789141587	2.45697942282	2.45827690501	1.92805093962
0	5	0.47588224966	0.679673818908	15.5138210385	0.366081928186	9010.62081221	-21.4102066415	9.64997908841	1.59370372762	3990.10694337	18.9262279401	6.87672888482	-1.59706925468	7.24162415973	4.8887561476	1.41378470897	1.54520392934	3.66562115589	2.579824742	1.2027804157	1.08228540486
0	25	0.47588224966	0.679673818908	11.7632155588	1.39558958663	9010.55209188	-15.9006770349	6.63786771794	-0.880109235352	4007.91178627	2.6755191489	36.9521557105	0.528995795368	2.52785890406	2.4188837353	1.11527389544	0.705459726122	3.62314769892	2.9811440825	8.45923620019	0.823631069769
0	50	0.47588224966	0.679673818908	8.54314462248	0.774558677112	8986.84701779	-17.7717200095	8.39367530006	-1.80652455088	3988.49772904	8.26772422333	0.251940050667	-8.80260766802	6.86204541995	3.49541858268	2.14290885744	0.843272297779	3.54692207619	1.71660061007	0.327198171168	3.15826348794
0	100	0.47588224966	0.679673818908	9.40282093106	-0.604045743491	8997.27206558	-21.1704689128	11.499255092	-1.7650422215	4003.3979945	-13.2525654696	52.2098374022	-12.1640100458	3.53603860838	2.8598433545	1.52969362502	1.03045042324	2.39260419455	6.70193742267	14.2907471911	4.20688671818
0	200	0.47588224966	0.679673818908	13.996916844	-0.834440758778	9023.76025868	-23.4136316288	18.0382755126	-2.83677343906	4014.41010945	-7.4238218951	-5.28800776307	-11.1683448616	7.8516354099	8.60818558426	4.90135430072	2.29763403053	4.13547265224	3.2536464299	2.38508467194	3.1450534474
0	5	0.679673818908	0.841068670568	15.5742437544	0.340788092032	8997.84860495	-15.5770110344	6.52790586022	0.219506998243	4006.96859603	12.7214396757	5.26063892933	0.603578226621	4.76060205699	4.70707101825	1.41197538754	1.34428038452	5.29017150631	3.22121814515	1.20627421001	1.42332706024
0	25	0.679673818908	0.841068670568	11.747773739	1.39107520093	8988.41629197	-23.4182989034	7.5507471705	1.40133515077	4007.4485964	6.38249800016	-0.240186745973	1.24571637753	3.58202423999	4.69706688836	1.23463990404	1.19271974932	2.94482174689	1.47979480161	0.320000511173	2.87080756897
0	50	0.679673818908	0.841068670568	8.71540055338	0.850854367105	9006.95082223	-19.8172863601	6.8418543721	-0.652696900153	4003.25050161	-11.8066791592	35.6257447728	-2.85386349219	3.62696928591	2.62085657335	1.40428788241	0.948037747096	1.56405088896	3.98482220187	5.66088416046	1.06414657613
0	100	0.679673818908	0.841068670568	9.36289878216	-0.625348845093	9007.59552637	-22.3006029108	10.5183814901	-1.84290146386	3989.57167535	15.9722802297	10.2616447053	3.27009265011	3.26391507286	2.62307174664	1.06809570835	0.600487024674	6.32868325892	3.11437342964	3.39462343136	2.77266108177
0	200	0.679673818908	0.841068670568	14.0289761674	-0.849335981468	8969.22059071	12.766539822	3.13997557633	10.5919426116	4007.78508201	-25.8122560477	12.2125539696	-3.11410172156	10.5012709302	4.03929280886	2.18542312593	4.79356637949	5.29183988894	13.8167663037	6.91964507153	2.66949981519
0	5	0.841068670568	0.981765356579	15.5976140874	0.320366613619	8990.24832204	-10.1110018495	8.99699092063	-1.53716071069	4006.42408486	15.3265573993	4.3123777331	-0.240374130196	3.24502511679	2.00713260729	1.18366256792	0.672508577694	4.37034358548	1.87968312364	0.930228260059	0.783399288867
0	25	0.841068670568	0.981765356579	11.9275172163	1.39017930839	9007.4820609	-20.5578084477	6.09034995759	0.165314533229	3992.38822387	-5.07699032899	25.9249973271	0.352271824801	2.89142499839	3.31862626231	1.23602169434	0.894689028041	2.32999710507	5.20808643554	4.97292874916	0.574869818165
0	50	0.841068670568	0.981765356579	8.60992523111	0.78264811379	8986.01143066	-17.6677486569	7.56710478369	-1.47089062943	4005.71577462	-11.4469151882	37.2803389929	0.275302159918	4.87799079914	3.00221548096	1.79486581803	0.931785001659	2.99875994878	8.01534174021	8.34330356866	0.852158229214
